"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,90,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,88,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,91,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,82,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,86,,
"LVA","Latvia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"ZAF","South Africa","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"LVA","Latvia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,86,,
"ZAF","South Africa","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,66,,
"LVA","Latvia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,93,,
"ZAF","South Africa","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,64,,
"LVA","Latvia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,494,,
"ZAF","South Africa","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,384,"E","Estimated value"
"LVA","Latvia","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,482,,
"ZAF","South Africa","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,361,"E","Estimated value"
"LVA","Latvia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,506,,
"ZAF","South Africa","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,406,"E","Estimated value"
"LVA","Latvia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,534,,
"ZAF","South Africa","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,439,"E","Estimated value"
"LVA","Latvia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,453,,
"ZAF","South Africa","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,337,"E","Estimated value"
"LVA","Latvia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.8,"E","Estimated value"
"ZAF","South Africa","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.4,"E","Estimated value"
"LVA","Latvia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.3,"E","Estimated value"
"ZAF","South Africa","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15.3,"E","Estimated value"
"LVA","Latvia","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.3,"E","Estimated value"
"ZAF","South Africa","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,15.5,"E","Estimated value"
"LVA","Latvia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,,
"ZAF","South Africa","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,,
"LVA","Latvia","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,"E","Estimated value"
"ZAF","South Africa","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,"E","Estimated value"
"LVA","Latvia","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,"E","Estimated value"
"ZAF","South Africa","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,"E","Estimated value"
"LVA","Latvia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"ZAF","South Africa","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,76,,
"ZAF","South Africa","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,71,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,76,,
"ZAF","South Africa","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,67,,
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,59,,
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,73,,
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,56,"E","Estimated value"
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","MN","Men","PC","Percentage","0","Units",,,73,"E","Estimated value"
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,61,"E","Estimated value"
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","WMN","Women","PC","Percentage","0","Units",,,74,"E","Estimated value"
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,100,"E","Estimated value"
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,100,"E","Estimated value"
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,53,"E","Estimated value"
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,68,"E","Estimated value"
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,74.1,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,56.8,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,69.3,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,54.7,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,78.9,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,58.8,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,50,"E","Estimated value"
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,"E","Estimated value"
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,54,"E","Estimated value"
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,70,"E","Estimated value"
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,46,"E","Estimated value"
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,65,"E","Estimated value"
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,63,"E","Estimated value"
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,79,"E","Estimated value"
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,43,"E","Estimated value"
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,59,"E","Estimated value"
"LVA","Latvia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.9,,
"ZAF","South Africa","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,4.9,,
"LVA","Latvia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5.9,,
"ZAF","South Africa","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5,,
"LVA","Latvia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.9,,
"ZAF","South Africa","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,4.8,,
"LVA","Latvia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.5,,
"ZAF","South Africa","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.3,,
"LVA","Latvia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5.3,,
"ZAF","South Africa","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,4,,
"LVA","Latvia","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,6.1,,
"ZAF","South Africa","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,9.6,,
"LVA","Latvia","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,9.8,,
"ZAF","South Africa","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,17.3,,
"LVA","Latvia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.9,,
"ZAF","South Africa","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.6,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.45,,
"ZAF","South Africa","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,18.07,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,3.03,,
"ZAF","South Africa","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,21.95,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.91,,
"ZAF","South Africa","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,13.31,,
"LVA","Latvia","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,13.83,,
"ZAF","South Africa","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.73,,
"LVA","Latvia","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,14.2,,
"ZAF","South Africa","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15.02,,
"LVA","Latvia","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,13.45,,
"ZAF","South Africa","WL_TNOW","Time devoted to leisure and personal care","L","Value","WMN","Women","HOUR","Hours","0","Units",,,14.37,,
"AUS","Australia","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.9,,
"AUT","Austria","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.2,,
"BEL","Belgium","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.6,,
"CAN","Canada","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.9,,
"CZE","Czech Republic","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.7,,
"DNK","Denmark","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.3,,
"FIN","Finland","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.6,,
"FRA","France","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.6,,
"DEU","Germany","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.7,,
"GRC","Greece","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,32,,
"HUN","Hungary","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.8,,
"ISL","Iceland","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.7,,
"IRL","Ireland","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,5,,
"ITA","Italy","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,11.8,,
"JPN","Japan","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.4,,
"KOR","Korea","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.1,,
"LUX","Luxembourg","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.1,,
"MEX","Mexico","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.2,,
"NLD","Netherlands","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.1,,
"NZL","New Zealand","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.9,,
"NOR","Norway","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.5,,
"POL","Poland","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,8.9,,
"PRT","Portugal","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,11.7,,
"SVK","Slovak Republic","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,10.7,,
"ESP","Spain","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,26.6,,
"SWE","Sweden","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.2,,
"CHE","Switzerland","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.7,,
"TUR","Turkey","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,9.1,,
"GBR","United Kingdom","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.7,,
"USA","United States","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.2,,
"BRA","Brazil","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.6,,
"CHL","Chile","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,8.1,,
"EST","Estonia","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.6,,
"ISR","Israel","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.9,,
"LVA","Latvia","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,8,"E","Estimated value"
"RUS","Russia","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.1,,
"SVN","Slovenia","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.2,,
"ZAF","South Africa","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,22.6,,
"OECD","OECD - Total","JE_LMIS","Labour market insecurity","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.3,,
"AUS","Australia","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,6,,
"AUT","Austria","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,5.4,,
"BEL","Belgium","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,3.5,,
"CAN","Canada","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,5.5,"E","Estimated value"
"CZE","Czech Republic","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,4,,
"DNK","Denmark","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,1.8,,
"FIN","Finland","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,3.9,,
"FRA","France","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,6.8,,
"DEU","Germany","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,4.9,,
"GRC","Greece","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,30.6,,
"HUN","Hungary","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,8.1,,
"ISL","Iceland","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,0.1,,
"IRL","Ireland","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,15,,
"ITA","Italy","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,14,,
"JPN","Japan","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,1.4,,
"KOR","Korea","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,2.8,,
"LUX","Luxembourg","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,1.8,,
"MEX","Mexico","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,5.4,,
"NLD","Netherlands","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,2.3,,
"NZL","New Zealand","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,3.7,"E","Estimated value"
"NOR","Norway","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,1.9,"E","Estimated value"
"POL","Poland","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,9,,
"PRT","Portugal","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,15.2,,
"SVK","Slovak Republic","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,14.7,,
"ESP","Spain","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,28.6,,
"SWE","Sweden","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,3.9,,
"CHE","Switzerland","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,1.8,,
"TUR","Turkey","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,9.8,,
"GBR","United Kingdom","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,7.5,,
"USA","United States","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,6.4,,
"BRA","Brazil","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,3.1,"E","Estimated value"
"CHL","Chile","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,6.8,,
"EST","Estonia","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,7.3,,
"ISR","Israel","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,4.2,"E","Estimated value"
"LVA","Latvia","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,11.2,"E","Estimated value"
"RUS","Russia","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,3.8,"E","Estimated value"
"SVN","Slovenia","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,6.6,,
"ZAF","South Africa","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,26.1,"E","Estimated value"
"OECD","OECD - Total","JE_LMIS","Labour market insecurity","L","Value","MN","Men","PC","Percentage","0","Units",,,4,,
"AUS","Australia","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,5,,
"AUT","Austria","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.6,,
"BEL","Belgium","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.2,,
"CAN","Canada","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.3,"E","Estimated value"
"CZE","Czech Republic","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.3,,
"DNK","Denmark","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.6,,
"FIN","Finland","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.5,,
"FRA","France","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,8.1,,
"DEU","Germany","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.2,,
"GRC","Greece","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,36.2,,
"HUN","Hungary","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,8.1,,
"ISL","Iceland","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.1,,
"IRL","Ireland","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,8.5,,
"ITA","Italy","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,13.5,,
"JPN","Japan","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.6,,
"KOR","Korea","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.4,,
"LUX","Luxembourg","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.2,,
"MEX","Mexico","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.4,,
"NLD","Netherlands","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.5,,
"NZL","New Zealand","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.7,"E","Estimated value"
"NOR","Norway","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.9,"E","Estimated value"
"POL","Poland","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,9.7,,
"PRT","Portugal","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,15.4,,
"SVK","Slovak Republic","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,14.9,,
"ESP","Spain","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,30.9,,
"SWE","Sweden","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.6,,
"CHE","Switzerland","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.1,,
"TUR","Turkey","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,12.9,,
"GBR","United Kingdom","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,7.8,,
"USA","United States","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.2,,
"BRA","Brazil","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.3,"E","Estimated value"
"CHL","Chile","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,11.6,,
"EST","Estonia","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.6,,
"ISR","Israel","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.9,"E","Estimated value"
"LVA","Latvia","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,9.3,"E","Estimated value"
"RUS","Russia","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.8,"E","Estimated value"
"SVN","Slovenia","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.9,,
"ZAF","South Africa","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,29.7,"E","Estimated value"
"OECD","OECD - Total","JE_LMIS","Labour market insecurity","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.2,,
"AUS","Australia","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,3.32,"E","Estimated value"
"AUT","Austria","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,3.3,,
"BEL","Belgium","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,1.96,,
"CAN","Canada","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,2.89,"E","Estimated value"
"CZE","Czech Republic","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,1.89,,
"DNK","Denmark","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,1.31,,
"FIN","Finland","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,1.73,,
"FRA","France","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,4.02,,
"DEU","Germany","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,2.41,,
"GRC","Greece","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,28.1,,
"HUN","Hungary","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,3.07,,
"ISL","Iceland","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,0.06,,
"IRL","Ireland","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,6.16,"E","Estimated value"
"ITA","Italy","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,7.99,,
"JPN","Japan","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,0.51,,
